scenario,variable,measure,unit,key,tenor,sector,year,value
adverse,real_gva,growth,pct,HR,,B,2025,-1.825688721
adverse,real_gva,growth,pct,HR,,B,2026,-4.696170628
adverse,real_gva,growth,pct,HR,,B,2027,0.287112239
baseline,real_gva,growth,pct,HR,,B,2025,2.836595401
baseline,real_gva,growth,pct,HR,,B,2026,2.584375942
baseline,real_gva,growth,pct,HR,,B,2027,1.896603690
historical,real_gva,growth,pct,HR,,B,2024,-5.887005553
adverse,real_gva,growth,pct,HU,,B,2025,-1.601489689
adverse,real_gva,growth,pct,HU,,B,2026,-5.870435956
adverse,real_gva,growth,pct,HU,,B,2027,0.893946805
baseline,real_gva,growth,pct,HU,,B,2025,3.829712457
baseline,real_gva,growth,pct,HU,,B,2026,4.546591704
baseline,real_gva,growth,pct,HU,,B,2027,3.676853977
historical,real_gva,growth,pct,HU,,B,2024,21.668155117
adverse,real_gva,growth,pct,IE,,B,2025,-0.076805637
adverse,real_gva,growth,pct,IE,,B,2026,-2.665584389
adverse,real_gva,growth,pct,IE,,B,2027,0.208578467
baseline,real_gva,growth,pct,IE,,B,2025,4.116642952
baseline,real_gva,growth,pct,IE,,B,2026,4.466491828
baseline,real_gva,growth,pct,IE,,B,2027,3.751599525
historical,real_gva,growth,pct,IE,,B,2024,42.756551552
adverse,real_gva,growth,pct,IT,,B,2025,-1.822760561
adverse,real_gva,growth,pct,IT,,B,2026,-4.576657759
adverse,real_gva,growth,pct,IT,,B,2027,-1.398234218
baseline,real_gva,growth,pct,IT,,B,2025,1.135261373
baseline,real_gva,growth,pct,IT,,B,2026,1.378689971
baseline,real_gva,growth,pct,IT,,B,2027,1.224910741
historical,real_gva,growth,pct,IT,,B,2024,5.750969616
adverse,real_gva,growth,pct,LT,,B,2025,-1.199094210
adverse,real_gva,growth,pct,LT,,B,2026,-4.564323412
adverse,real_gva,growth,pct,LT,,B,2027,0.598568785
baseline,real_gva,growth,pct,LT,,B,2025,3.436645371
baseline,real_gva,growth,pct,LT,,B,2026,3.466984397
baseline,real_gva,growth,pct,LT,,B,2027,3.359976353
historical,real_gva,growth,pct,LT,,B,2024,-0.820960517
adverse,real_gva,growth,pct,LU,,B,2025,-3.437698874
adverse,real_gva,growth,pct,LU,,B,2026,-6.573565798
adverse,real_gva,growth,pct,LU,,B,2027,-1.013938053
baseline,real_gva,growth,pct,LU,,B,2025,1.789102362
baseline,real_gva,growth,pct,LU,,B,2026,2.258468622
baseline,real_gva,growth,pct,LU,,B,2027,2.273399551
historical,real_gva,growth,pct,LU,,B,2024,4.804840866
adverse,real_gva,growth,pct,LV,,B,2025,-1.728602345
adverse,real_gva,growth,pct,LV,,B,2026,-3.358701971
adverse,real_gva,growth,pct,LV,,B,2027,0.539380395
baseline,real_gva,growth,pct,LV,,B,2025,2.377011782
baseline,real_gva,growth,pct,LV,,B,2026,3.146681465
baseline,real_gva,growth,pct,LV,,B,2027,3.394517703
historical,real_gva,growth,pct,LV,,B,2024,2.389393004
adverse,real_gva,growth,pct,MT,,B,2025,-0.778959528
adverse,real_gva,growth,pct,MT,,B,2026,-2.361871943
adverse,real_gva,growth,pct,MT,,B,2027,2.835532644
baseline,real_gva,growth,pct,MT,,B,2025,4.289945225
baseline,real_gva,growth,pct,MT,,B,2026,4.282823387
baseline,real_gva,growth,pct,MT,,B,2027,3.921368898
historical,real_gva,growth,pct,MT,,B,2024,-30.704695004
adverse,real_gva,growth,pct,NL,,B,2025,-3.268015665
adverse,real_gva,growth,pct,NL,,B,2026,-6.550310085
adverse,real_gva,growth,pct,NL,,B,2027,-2.019608922
baseline,real_gva,growth,pct,NL,,B,2025,1.105050647
baseline,real_gva,growth,pct,NL,,B,2026,1.003240253
baseline,real_gva,growth,pct,NL,,B,2027,0.797103967
historical,real_gva,growth,pct,NL,,B,2024,0.429556021
adverse,real_gva,growth,pct,PL,,B,2025,-0.579052066
adverse,real_gva,growth,pct,PL,,B,2026,-3.669644319
adverse,real_gva,growth,pct,PL,,B,2027,0.248033112
baseline,real_gva,growth,pct,PL,,B,2025,3.559986893
baseline,real_gva,growth,pct,PL,,B,2026,3.515736993
baseline,real_gva,growth,pct,PL,,B,2027,2.369044773
historical,real_gva,growth,pct,PL,,B,2024,9.051538878
adverse,real_gva,growth,pct,PT,,B,2025,-3.612942542
adverse,real_gva,growth,pct,PT,,B,2026,-7.015356145
adverse,real_gva,growth,pct,PT,,B,2027,-3.267378939
baseline,real_gva,growth,pct,PT,,B,2025,1.974894305
baseline,real_gva,growth,pct,PT,,B,2026,1.986328476
baseline,real_gva,growth,pct,PT,,B,2027,1.482126846
historical,real_gva,growth,pct,PT,,B,2024,7.658883897
adverse,real_gva,growth,pct,RO,,B,2025,-1.432980634
adverse,real_gva,growth,pct,RO,,B,2026,-2.651879321
adverse,real_gva,growth,pct,RO,,B,2027,1.322070256
baseline,real_gva,growth,pct,RO,,B,2025,2.688634386
baseline,real_gva,growth,pct,RO,,B,2026,3.321963843
baseline,real_gva,growth,pct,RO,,B,2027,3.804915497
historical,real_gva,growth,pct,RO,,B,2024,-0.151429100
adverse,real_gva,growth,pct,SE,,B,2025,-6.974369022
adverse,real_gva,growth,pct,SE,,B,2026,-10.906010374
adverse,real_gva,growth,pct,SE,,B,2027,-2.876305138
baseline,real_gva,growth,pct,SE,,B,2025,2.157336426
baseline,real_gva,growth,pct,SE,,B,2026,2.312169863
baseline,real_gva,growth,pct,SE,,B,2027,1.883054648
historical,real_gva,growth,pct,SE,,B,2024,3.682357005
adverse,real_gva,growth,pct,SI,,B,2025,-1.468027273
adverse,real_gva,growth,pct,SI,,B,2026,-4.222524384
adverse,real_gva,growth,pct,SI,,B,2027,0.469543835
baseline,real_gva,growth,pct,SI,,B,2025,2.469051939
baseline,real_gva,growth,pct,SI,,B,2026,2.917717731
baseline,real_gva,growth,pct,SI,,B,2027,2.558744157
historical,real_gva,growth,pct,SI,,B,2024,5.017815147
adverse,real_gva,growth,pct,SK,,B,2025,-3.061169891
adverse,real_gva,growth,pct,SK,,B,2026,-5.800216262
adverse,real_gva,growth,pct,SK,,B,2027,0.136474422
baseline,real_gva,growth,pct,SK,,B,2025,2.652874223
baseline,real_gva,growth,pct,SK,,B,2026,2.343001484
baseline,real_gva,growth,pct,SK,,B,2027,2.868127186
historical,real_gva,growth,pct,SK,,B,2024,-43.345373207
adverse,real_gva,growth,pct,AT,,C_high,2025,-5.014792543
adverse,real_gva,growth,pct,AT,,C_high,2026,-5.301700601
adverse,real_gva,growth,pct,AT,,C_high,2027,0.525968841
baseline,real_gva,growth,pct,AT,,C_high,2025,1.268383633
baseline,real_gva,growth,pct,AT,,C_high,2026,1.791602115
baseline,real_gva,growth,pct,AT,,C_high,2027,1.513906972
historical,real_gva,growth,pct,AT,,C_high,2024,-2.422293097
adverse,real_gva,growth,pct,BE,,C_high,2025,-3.368244300
adverse,real_gva,growth,pct,BE,,C_high,2026,-9.595176428
adverse,real_gva,growth,pct,BE,,C_high,2027,-2.390671022
baseline,real_gva,growth,pct,BE,,C_high,2025,1.156197574
baseline,real_gva,growth,pct,BE,,C_high,2026,1.351244121
baseline,real_gva,growth,pct,BE,,C_high,2027,1.222303370
historical,real_gva,growth,pct,BE,,C_high,2024,-1.449831494
adverse,real_gva,growth,pct,BG,,C_high,2025,-6.501500769
adverse,real_gva,growth,pct,BG,,C_high,2026,-5.459987665
adverse,real_gva,growth,pct,BG,,C_high,2027,1.191619755
baseline,real_gva,growth,pct,BG,,C_high,2025,2.714128735
baseline,real_gva,growth,pct,BG,,C_high,2026,3.388872272
baseline,real_gva,growth,pct,BG,,C_high,2027,2.627318209
historical,real_gva,growth,pct,BG,,C_high,2024,4.204888990
adverse,real_gva,growth,pct,CY,,C_high,2025,-4.176149061
adverse,real_gva,growth,pct,CY,,C_high,2026,-5.177010210
adverse,real_gva,growth,pct,CY,,C_high,2027,0.477472228
baseline,real_gva,growth,pct,CY,,C_high,2025,3.010083953
baseline,real_gva,growth,pct,CY,,C_high,2026,3.079010425
baseline,real_gva,growth,pct,CY,,C_high,2027,3.004762186
historical,real_gva,growth,pct,CY,,C_high,2024,2.726435925
adverse,real_gva,growth,pct,CZ,,C_high,2025,-6.001473367
adverse,real_gva,growth,pct,CZ,,C_high,2026,-10.582079917
adverse,real_gva,growth,pct,CZ,,C_high,2027,-0.637424298
baseline,real_gva,growth,pct,CZ,,C_high,2025,2.705857405
baseline,real_gva,growth,pct,CZ,,C_high,2026,2.693866634
baseline,real_gva,growth,pct,CZ,,C_high,2027,2.646500849
historical,real_gva,growth,pct,CZ,,C_high,2024,-1.118408881
adverse,real_gva,growth,pct,DE,,C_high,2025,-5.461041819
adverse,real_gva,growth,pct,DE,,C_high,2026,-7.296275627
adverse,real_gva,growth,pct,DE,,C_high,2027,-2.546241548
baseline,real_gva,growth,pct,DE,,C_high,2025,0.364646919
baseline,real_gva,growth,pct,DE,,C_high,2026,0.966740489
baseline,real_gva,growth,pct,DE,,C_high,2027,1.029628312
historical,real_gva,growth,pct,DE,,C_high,2024,-2.832746219
adverse,real_gva,growth,pct,DK,,C_high,2025,-5.953019943
adverse,real_gva,growth,pct,DK,,C_high,2026,-11.012424550
adverse,real_gva,growth,pct,DK,,C_high,2027,0.585872368
baseline,real_gva,growth,pct,DK,,C_high,2025,2.270307586
baseline,real_gva,growth,pct,DK,,C_high,2026,1.481824686
baseline,real_gva,growth,pct,DK,,C_high,2027,1.411110050
historical,real_gva,growth,pct,DK,,C_high,2024,-1.308183970
adverse,real_gva,growth,pct,EA,,C_high,2025,-4.580883449
adverse,real_gva,growth,pct,EA,,C_high,2026,-8.084013383
adverse,real_gva,growth,pct,EA,,C_high,2027,-2.184856433
baseline,real_gva,growth,pct,EA,,C_high,2025,1.274222481
baseline,real_gva,growth,pct,EA,,C_high,2026,1.556551276
baseline,real_gva,growth,pct,EA,,C_high,2027,1.451646350
historical,real_gva,growth,pct,EA,,C_high,2024,-1.159698518
adverse,real_gva,growth,pct,EE,,C_high,2025,-8.883641750
adverse,real_gva,growth,pct,EE,,C_high,2026,-7.189846574
adverse,real_gva,growth,pct,EE,,C_high,2027,-0.253716042
baseline,real_gva,growth,pct,EE,,C_high,2025,2.048001496
baseline,real_gva,growth,pct,EE,,C_high,2026,3.196787635
baseline,real_gva,growth,pct,EE,,C_high,2027,3.211053362
historical,real_gva,growth,pct,EE,,C_high,2024,-1.273433582
adverse,real_gva,growth,pct,ES,,C_high,2025,-7.109109375
adverse,real_gva,growth,pct,ES,,C_high,2026,-11.378097090
adverse,real_gva,growth,pct,ES,,C_high,2027,3.629867980
baseline,real_gva,growth,pct,ES,,C_high,2025,2.621803009
baseline,real_gva,growth,pct,ES,,C_high,2026,2.125435600
baseline,real_gva,growth,pct,ES,,C_high,2027,1.971558746
historical,real_gva,growth,pct,ES,,C_high,2024,4.308616424
adverse,real_gva,growth,pct,EU,,C_high,2025,-4.735592190
adverse,real_gva,growth,pct,EU,,C_high,2026,-8.292032610
adverse,real_gva,growth,pct,EU,,C_high,2027,-2.081454183
baseline,real_gva,growth,pct,EU,,C_high,2025,1.525614320
baseline,real_gva,growth,pct,EU,,C_high,2026,1.770055744
baseline,real_gva,growth,pct,EU,,C_high,2027,1.617492936
historical,real_gva,growth,pct,EU,,C_high,2024,-0.621568317
adverse,real_gva,growth,pct,FI,,C_high,2025,-8.795620831
adverse,real_gva,growth,pct,FI,,C_high,2026,-7.866604886
adverse,real_gva,growth,pct,FI,,C_high,2027,-4.513414213
baseline,real_gva,growth,pct,FI,,C_high,2025,0.956106764
baseline,real_gva,growth,pct,FI,,C_high,2026,1.892430695
baseline,real_gva,growth,pct,FI,,C_high,2027,1.426764396
historical,real_gva,growth,pct,FI,,C_high,2024,-3.318315900
adverse,real_gva,growth,pct,FR,,C_high,2025,-4.012553948
adverse,real_gva,growth,pct,FR,,C_high,2026,-9.703884407
adverse,real_gva,growth,pct,FR,,C_high,2027,-2.798344360
baseline,real_gva,growth,pct,FR,,C_high,2025,1.052086865
baseline,real_gva,growth,pct,FR,,C_high,2026,1.380590288
baseline,real_gva,growth,pct,FR,,C_high,2027,1.370789851
historical,real_gva,growth,pct,FR,,C_high,2024,-0.374196809
adverse,real_gva,growth,pct,GR,,C_high,2025,-5.332128704
adverse,real_gva,growth,pct,GR,,C_high,2026,-10.725141660
adverse,real_gva,growth,pct,GR,,C_high,2027,-4.859382464
baseline,real_gva,growth,pct,GR,,C_high,2025,2.544124258
baseline,real_gva,growth,pct,GR,,C_high,2026,2.357256132
baseline,real_gva,growth,pct,GR,,C_high,2027,2.089598380
historical,real_gva,growth,pct,GR,,C_high,2024,3.207240898
adverse,real_gva,growth,pct,HR,,C_high,2025,-1.611423303
adverse,real_gva,growth,pct,HR,,C_high,2026,-5.502484843
adverse,real_gva,growth,pct,HR,,C_high,2027,-1.019595635
baseline,real_gva,growth,pct,HR,,C_high,2025,3.120462244
baseline,real_gva,growth,pct,HR,,C_high,2026,2.838498445
baseline,real_gva,growth,pct,HR,,C_high,2027,2.173360236
historical,real_gva,growth,pct,HR,,C_high,2024,-4.064299778
adverse,real_gva,growth,pct,HU,,C_high,2025,-3.421008935
adverse,real_gva,growth,pct,HU,,C_high,2026,-7.459067976
adverse,real_gva,growth,pct,HU,,C_high,2027,-1.330070322
baseline,real_gva,growth,pct,HU,,C_high,2025,3.263960082
baseline,real_gva,growth,pct,HU,,C_high,2026,3.891725710
baseline,real_gva,growth,pct,HU,,C_high,2027,3.062826523
historical,real_gva,growth,pct,HU,,C_high,2024,-3.084562670
adverse,real_gva,growth,pct,IE,,C_high,2025,-1.683636867
adverse,real_gva,growth,pct,IE,,C_high,2026,-6.553932928
adverse,real_gva,growth,pct,IE,,C_high,2027,-1.711377224
baseline,real_gva,growth,pct,IE,,C_high,2025,3.777755769
baseline,real_gva,growth,pct,IE,,C_high,2026,4.228082672
baseline,real_gva,growth,pct,IE,,C_high,2027,3.462978120
historical,real_gva,growth,pct,IE,,C_high,2024,-14.342651550
adverse,real_gva,growth,pct,IT,,C_high,2025,-3.497797435
adverse,real_gva,growth,pct,IT,,C_high,2026,-8.178934802
adverse,real_gva,growth,pct,IT,,C_high,2027,-3.668367428
baseline,real_gva,growth,pct,IT,,C_high,2025,1.005466833
baseline,real_gva,growth,pct,IT,,C_high,2026,1.276607236
baseline,real_gva,growth,pct,IT,,C_high,2027,1.110282471
historical,real_gva,growth,pct,IT,,C_high,2024,-0.217534557
adverse,real_gva,growth,pct,LT,,C_high,2025,-1.860358504
adverse,real_gva,growth,pct,LT,,C_high,2026,-6.373535015
adverse,real_gva,growth,pct,LT,,C_high,2027,-1.436743630
baseline,real_gva,growth,pct,LT,,C_high,2025,3.427355739
baseline,real_gva,growth,pct,LT,,C_high,2026,3.456759854
baseline,real_gva,growth,pct,LT,,C_high,2027,3.349178039
historical,real_gva,growth,pct,LT,,C_high,2024,3.010893136
adverse,real_gva,growth,pct,LU,,C_high,2025,-4.037074527
adverse,real_gva,growth,pct,LU,,C_high,2026,-7.787802363
adverse,real_gva,growth,pct,LU,,C_high,2027,-1.485645170
baseline,real_gva,growth,pct,LU,,C_high,2025,2.206581988
baseline,real_gva,growth,pct,LU,,C_high,2026,2.661122361
baseline,real_gva,growth,pct,LU,,C_high,2027,2.673714528
historical,real_gva,growth,pct,LU,,C_high,2024,-2.206363689
adverse,real_gva,growth,pct,LV,,C_high,2025,-4.123016548
adverse,real_gva,growth,pct,LV,,C_high,2026,-5.344776536
adverse,real_gva,growth,pct,LV,,C_high,2027,-0.734798744
baseline,real_gva,growth,pct,LV,,C_high,2025,2.478100062
baseline,real_gva,growth,pct,LV,,C_high,2026,3.282363153
baseline,real_gva,growth,pct,LV,,C_high,2027,3.538654289
historical,real_gva,growth,pct,LV,,C_high,2024,-1.267469186
adverse,real_gva,growth,pct,MT,,C_high,2025,-2.879816431
adverse,real_gva,growth,pct,MT,,C_high,2026,-5.767831505
adverse,real_gva,growth,pct,MT,,C_high,2027,0.751789166
baseline,real_gva,growth,pct,MT,,C_high,2025,3.873698852
baseline,real_gva,growth,pct,MT,,C_high,2026,3.658710414
baseline,real_gva,growth,pct,MT,,C_high,2027,3.410428046
historical,real_gva,growth,pct,MT,,C_high,2024,6.818501834
adverse,real_gva,growth,pct,NL,,C_high,2025,-3.947149098
adverse,real_gva,growth,pct,NL,,C_high,2026,-6.214555000
adverse,real_gva,growth,pct,NL,,C_high,2027,-2.883593473
baseline,real_gva,growth,pct,NL,,C_high,2025,1.752231365
baseline,real_gva,growth,pct,NL,,C_high,2026,1.706356914
baseline,real_gva,growth,pct,NL,,C_high,2027,1.466968777
historical,real_gva,growth,pct,NL,,C_high,2024,-1.906465073
adverse,real_gva,growth,pct,PL,,C_high,2025,-2.669335158
adverse,real_gva,growth,pct,PL,,C_high,2026,-7.122181505
adverse,real_gva,growth,pct,PL,,C_high,2027,-1.588046186
baseline,real_gva,growth,pct,PL,,C_high,2025,3.837322151
baseline,real_gva,growth,pct,PL,,C_high,2026,3.756952618
baseline,real_gva,growth,pct,PL,,C_high,2027,2.745319856
historical,real_gva,growth,pct,PL,,C_high,2024,2.848237835
adverse,real_gva,growth,pct,PT,,C_high,2025,-4.556732453
adverse,real_gva,growth,pct,PT,,C_high,2026,-7.924048772
adverse,real_gva,growth,pct,PT,,C_high,2027,-3.686369645
baseline,real_gva,growth,pct,PT,,C_high,2025,2.288154618
baseline,real_gva,growth,pct,PT,,C_high,2026,2.286089535
baseline,real_gva,growth,pct,PT,,C_high,2027,1.799403914
historical,real_gva,growth,pct,PT,,C_high,2024,4.441067771
adverse,real_gva,growth,pct,RO,,C_high,2025,-3.882604592
adverse,real_gva,growth,pct,RO,,C_high,2026,-8.183302742
adverse,real_gva,growth,pct,RO,,C_high,2027,-3.697361995
baseline,real_gva,growth,pct,RO,,C_high,2025,2.751107582
baseline,real_gva,growth,pct,RO,,C_high,2026,3.369067304
baseline,real_gva,growth,pct,RO,,C_high,2027,3.851534100
historical,real_gva,growth,pct,RO,,C_high,2024,15.258475507
adverse,real_gva,growth,pct,SE,,C_high,2025,-7.784592864
adverse,real_gva,growth,pct,SE,,C_high,2026,-11.814447024
adverse,real_gva,growth,pct,SE,,C_high,2027,-1.767304327
baseline,real_gva,growth,pct,SE,,C_high,2025,2.314484148
baseline,real_gva,growth,pct,SE,,C_high,2026,2.418788754
baseline,real_gva,growth,pct,SE,,C_high,2027,2.023321650
historical,real_gva,growth,pct,SE,,C_high,2024,0.372111591
adverse,real_gva,growth,pct,SI,,C_high,2025,-1.782218314
adverse,real_gva,growth,pct,SI,,C_high,2026,-4.423317563
adverse,real_gva,growth,pct,SI,,C_high,2027,0.104588625
baseline,real_gva,growth,pct,SI,,C_high,2025,2.605349511
baseline,real_gva,growth,pct,SI,,C_high,2026,3.038108064
baseline,real_gva,growth,pct,SI,,C_high,2027,2.680393915
historical,real_gva,growth,pct,SI,,C_high,2024,1.774754420
adverse,real_gva,growth,pct,SK,,C_high,2025,-7.374930712
adverse,real_gva,growth,pct,SK,,C_high,2026,-9.964883576
adverse,real_gva,growth,pct,SK,,C_high,2027,-0.807772406
baseline,real_gva,growth,pct,SK,,C_high,2025,2.630255305
baseline,real_gva,growth,pct,SK,,C_high,2026,2.309536684
baseline,real_gva,growth,pct,SK,,C_high,2027,2.849709155
historical,real_gva,growth,pct,SK,,C_high,2024,3.257286634
adverse,real_gva,growth,pct,AT,,C_low,2025,-3.255696320
adverse,real_gva,growth,pct,AT,,C_low,2026,-3.824230439
adverse,real_gva,growth,pct,AT,,C_low,2027,1.178174622
baseline,real_gva,growth,pct,AT,,C_low,2025,1.487310258
baseline,real_gva,growth,pct,AT,,C_low,2026,1.997342389
baseline,real_gva,growth,pct,AT,,C_low,2027,1.724837102
historical,real_gva,growth,pct,AT,,C_low,2024,-2.740446651
adverse,real_gva,growth,pct,BE,,C_low,2025,-1.136577634
adverse,real_gva,growth,pct,BE,,C_low,2026,-3.346188445
adverse,real_gva,growth,pct,BE,,C_low,2027,-0.628985294
baseline,real_gva,growth,pct,BE,,C_low,2025,1.578921525
baseline,real_gva,growth,pct,BE,,C_low,2026,1.781676851
baseline,real_gva,growth,pct,BE,,C_low,2027,1.650938510
historical,real_gva,growth,pct,BE,,C_low,2024,0.703131743
adverse,real_gva,growth,pct,BG,,C_low,2025,-5.178841446
adverse,real_gva,growth,pct,BG,,C_low,2026,-4.259031397
adverse,real_gva,growth,pct,BG,,C_low,2027,1.396252675
baseline,real_gva,growth,pct,BG,,C_low,2025,3.366289289
baseline,real_gva,growth,pct,BG,,C_low,2026,3.944742433
baseline,real_gva,growth,pct,BG,,C_low,2027,3.296607931
historical,real_gva,growth,pct,BG,,C_low,2024,4.425001404
adverse,real_gva,growth,pct,CY,,C_low,2025,-3.837025671
adverse,real_gva,growth,pct,CY,,C_low,2026,-5.006046216
adverse,real_gva,growth,pct,CY,,C_low,2027,0.632204091
baseline,real_gva,growth,pct,CY,,C_low,2025,3.254789606
baseline,real_gva,growth,pct,CY,,C_low,2026,3.324253784
baseline,real_gva,growth,pct,CY,,C_low,2027,3.252109591
historical,real_gva,growth,pct,CY,,C_low,2024,2.823144794
adverse,real_gva,growth,pct,CZ,,C_low,2025,-2.893819310
adverse,real_gva,growth,pct,CZ,,C_low,2026,-6.285893951
adverse,real_gva,growth,pct,CZ,,C_low,2027,-0.572423915
baseline,real_gva,growth,pct,CZ,,C_low,2025,3.020561748
baseline,real_gva,growth,pct,CZ,,C_low,2026,2.999120288
baseline,real_gva,growth,pct,CZ,,C_low,2027,2.950846395
historical,real_gva,growth,pct,CZ,,C_low,2024,3.016283229
adverse,real_gva,growth,pct,DE,,C_low,2025,-5.324373455
adverse,real_gva,growth,pct,DE,,C_low,2026,-5.841492939
adverse,real_gva,growth,pct,DE,,C_low,2027,-0.787682692
baseline,real_gva,growth,pct,DE,,C_low,2025,0.608048882
baseline,real_gva,growth,pct,DE,,C_low,2026,1.201966894
baseline,real_gva,growth,pct,DE,,C_low,2027,1.261936622
historical,real_gva,growth,pct,DE,,C_low,2024,-2.506305469
adverse,real_gva,growth,pct,DK,,C_low,2025,-4.097500299
adverse,real_gva,growth,pct,DK,,C_low,2026,-6.162627466
adverse,real_gva,growth,pct,DK,,C_low,2027,0.262160052
baseline,real_gva,growth,pct,DK,,C_low,2025,2.924114853
baseline,real_gva,growth,pct,DK,,C_low,2026,2.022651311
baseline,real_gva,growth,pct,DK,,C_low,2027,1.938390531
historical,real_gva,growth,pct,DK,,C_low,2024,10.651103495
adverse,real_gva,growth,pct,EA,,C_low,2025,-3.347104221
adverse,real_gva,growth,pct,EA,,C_low,2026,-4.786335563
adverse,real_gva,growth,pct,EA,,C_low,2027,-0.686756052
baseline,real_gva,growth,pct,EA,,C_low,2025,1.481223696
baseline,real_gva,growth,pct,EA,,C_low,2026,1.764212599
baseline,real_gva,growth,pct,EA,,C_low,2027,1.656988155
historical,real_gva,growth,pct,EA,,C_low,2024,-0.727622999
adverse,real_gva,growth,pct,EE,,C_low,2025,-8.420345336
adverse,real_gva,growth,pct,EE,,C_low,2026,-3.958894268
adverse,real_gva,growth,pct,EE,,C_low,2027,0.688886316
baseline,real_gva,growth,pct,EE,,C_low,2025,2.163573697
baseline,real_gva,growth,pct,EE,,C_low,2026,3.322590017
baseline,real_gva,growth,pct,EE,,C_low,2027,3.339949350
historical,real_gva,growth,pct,EE,,C_low,2024,-1.238112208
adverse,real_gva,growth,pct,ES,,C_low,2025,-4.211258126
adverse,real_gva,growth,pct,ES,,C_low,2026,-3.456644021
adverse,real_gva,growth,pct,ES,,C_low,2027,1.825535879
baseline,real_gva,growth,pct,ES,,C_low,2025,2.813004234
baseline,real_gva,growth,pct,ES,,C_low,2026,2.352925482
baseline,real_gva,growth,pct,ES,,C_low,2027,2.212103022
historical,real_gva,growth,pct,ES,,C_low,2024,4.004924672
